ds,yhat,yhat_lower,yhat_upper
2007-11-17,15054.572203683554,13664.175575867264,16548.614885116804
2007-11-18,14678.153532414683,13288.81848258684,16298.031240958759
2007-11-19,16353.7938514187,14796.181353905073,17802.515819719665
2007-11-20,16663.303422047164,15165.928143922332,18126.34791607349
2007-11-21,16682.520967386467,15215.423056172212,18182.067592743046
2007-11-22,16781.28974201656,15209.102099458525,18381.785666180487
2007-11-23,16614.812119452814,15085.494180231779,18133.616241561194
2007-11-24,15530.274910912362,13971.098902549098,16998.11688968414
2007-11-25,15214.120441316269,13763.178217534942,16700.33576552564
2007-11-26,16947.91340963186,15410.770535765529,18393.083651845423
2007-11-27,17311.779107274117,15721.366009714973,18822.39821825399
2007-11-28,17379.91248183308,15798.819909234458,18852.523426422136
2007-11-29,17520.600884082556,16014.521859755634,18979.751384422874
2007-11-30,17387.623877288912,15821.539634214194,18926.92850929488
2007-12-01,16326.92102617586,14797.4982302803,17817.66776706097
2007-12-02,16023.901454539398,14522.479432788856,17522.440355055922
2007-12-03,17759.344057030008,16173.659049472863,19320.18665190547
2007-12-04,18112.862926392412,16653.596921237888,19517.161846699753
2007-12-05,18158.43663021622,16758.464082438095,19717.140812138234
2007-12-06,18264.44350724668,16833.798995644345,19922.934069274826
2007-12-07,18085.06590062831,16465.4881092525,19579.233836283714
2007-12-08,16966.95400518704,15441.260160301348,18564.73720843505
2007-12-09,16596.523108062793,15075.136663590527,18170.177720128722
2007-12-10,18255.833331549824,16718.349328475884,19797.05077994619
2007-12-11,18526.026891854184,17032.102494093833,19935.781909212033
2007-12-12,18482.822178687726,16917.17643234161,19933.30820016961
2007-12-13,18496.507698218556,17015.18956747717,20034.164845072384
2007-12-14,18223.299848200422,16673.44991629207,19724.786947903376
2007-12-15,17011.956404783774,15475.129922610196,18587.510214345104
2007-12-16,16551.020821386952,15021.179409256707,18077.222456143034
2007-12-17,18124.647852237325,16545.997004354052,19658.308420263475
2007-12-18,18315.986962226176,16764.993248140723,19692.931756002563
2007-12-19,18202.624279973836,16610.7663277056,19740.742305417414
2007-12-20,18156.527552688116,16709.521824229436,19639.31244386054
2007-12-21,17835.359411596324,16337.119413483999,19348.579360161635
2007-12-22,16589.05205429311,15182.937008776129,18249.84151444577
2007-12-23,16107.019522935927,14497.943486269085,17652.067498846875
2007-12-24,17673.958990852698,16221.335286904974,19202.598380491818
2007-12-25,17873.218214420307,16401.82708443177,19387.12672287583
2007-12-26,17782.23037774557,16207.88801262503,19334.075463226203
2007-12-27,17772.461020463914,16321.776567780204,19294.95722885313
2007-12-28,17500.732343207943,15981.00563198273,19057.819326438086
2007-12-29,16315.817736224437,14741.495144414546,17794.697187524478
2007-12-30,15905.682209088161,14353.41466896782,17377.429711975074
2007-12-31,17553.31940597677,16030.351448071538,18962.779924851715
2008-01-01,17840.16142790665,16233.684228034197,19260.846989198995
2008-01-02,17841.56157170578,16313.873959371847,19281.880267464752
2008-01-03,17926.79340669942,16379.611382334908,19504.817512566377
2008-01-04,17750.430097495693,16170.818405433112,19190.78342417782
2008-01-05,16658.99535332757,15215.525215983214,18149.87048659976
2008-01-06,16338.260178585551,14810.34357911289,17875.6756940227
2008-01-07,18069.13460866017,16570.022719766323,19581.28627915669
2008-01-08,18431.12919667118,16830.75254800289,20040.769464970097
2008-01-09,18497.88498958204,16947.992565112636,19978.566699314204
2008-01-10,18637.214165990434,17113.60421334572,20120.54514584036
2008-01-11,18502.514151985142,16969.123940236394,19970.927526711042
2008-01-12,17439.445690504726,15917.401874292602,18982.412905883684
2008-01-13,17133.248345285247,15601.93280503827,18575.008382984117
2008-01-14,18864.642160502943,17320.66620640835,20295.37884088332
2008-01-15,19211.565524004956,17750.769348407015,20747.214713433852
2008-01-16,19249.870486876312,17644.562684079516,20659.914595083985
2008-01-17,19348.17301393798,17926.469031166678,20897.930839990244
2008-01-18,19160.966467271068,17652.535411052326,20603.66659381961
2008-01-19,18035.26704878043,16459.30450580875,19527.582834550492
2008-01-20,17657.890119125583,16218.577000991085,19155.523903542944
2008-01-21,19311.307228489575,17831.05025564166,20839.289682760384
2008-01-22,19577.05966234083,17971.366387318343,21174.797251747303
2008-01-23,19531.228634744046,18018.306040128635,20892.349629869586
2008-01-24,19544.406011500443,18046.670863683023,20974.714092003636
2008-01-25,19273.030357214135,17842.587395337487,20792.412742254743
2008-01-26,18065.98097064946,16561.464479189217,19487.90987059082
2008-01-27,17611.8057279411,16136.653357624686,19202.22065660695
2008-01-28,19194.533876902526,17784.51334375084,20714.004905354832
2008-01-29,19397.050765556116,17741.43940805888,20869.961365332907
2008-01-30,19296.53565701967,17779.899004861225,20870.491527880353
2008-01-31,19264.40734464027,17765.633447716995,20690.348350384018
2008-02-01,18957.642982725916,17489.83434802896,20522.80343900661
2008-02-02,17725.363191911667,16198.081461509313,19169.78986757788
2008-02-03,17256.05941718144,15730.265891831059,18619.650125241988
2008-02-04,18833.414600992382,17298.009829625826,20383.655748337158
2008-02-05,19039.693838547366,17449.652718080437,20599.4953779877
2008-02-06,18951.205626452575,17342.896593215883,20379.63732043653
2008-02-07,18938.2776699638,17459.327472494002,20563.473986882735
2008-02-08,18656.61173032956,17209.765672408204,20104.425692518565
2008-02-09,17453.909480302344,15850.080127675952,18984.40993975623
2008-02-10,17017.144129890225,15525.22300322671,18566.104462123487
2008-02-11,18628.427579782663,17123.775327429128,20110.21584082945
2008-02-12,18868.44841286845,17398.58339883448,20371.39771313793
2008-02-13,18811.979966918916,17347.64735509296,20319.268199967286
2008-02-14,18827.901112479434,17307.6459268361,20334.684048480554
2008-02-15,18570.59294226031,17105.576961992178,20195.63465855985
2008-02-16,17386.602166699107,15803.070275771846,18888.83365692734
2008-02-17,16961.94493947023,15357.965691225683,18452.698238562607
2008-02-18,18577.999995885395,17005.4081181595,20117.583185173775
2008-02-19,18814.965728282168,17327.777529324812,20330.764950808163
2008-02-20,18747.379961407576,17268.252149757292,20231.044281977895
2008-02-21,18744.14479065418,17164.286850335582,20343.625864849277
2008-02-22,18459.91965290487,17050.784793981085,19917.86939141777
2008-02-23,17241.773612209585,15733.102552407225,18797.60535219089
2008-02-24,16776.470988458066,15194.11582415746,18267.67904926818
2008-02-25,18346.3398198832,16721.42610615146,19808.718920401774
2008-02-26,18532.698575614777,17046.720563300052,19968.77915314491
2008-02-27,18411.340832928887,16941.78947988224,19946.201119556856
2008-02-28,18352.521364524597,16824.91632245218,19792.676708881434
2008-02-29,18012.307985776824,16554.689358991764,19508.48576562106
2008-03-01,16739.1913871167,15194.375999697082,18343.97786564168
2008-03-02,16221.328348176665,14726.473127092593,17736.616040899487
2008-03-03,17742.369081188554,16274.534522011862,19112.399869427638
2008-03-04,17884.845327613326,16439.154726351757,19354.73650635752
2008-03-05,17725.62004653634,16192.997136373506,19307.7501068942
2008-03-06,17635.843147194293,16003.340628255775,19076.759994361877
2008-03-07,17272.278477231117,15822.569848685223,18809.537470114683
2008-03-08,15983.894983294418,14359.31869388304,17610.826871940066
2008-03-09,15459.097942777564,14013.112726170824,16939.356754675464
2008-03-10,16981.551313240947,15529.65358513548,18534.197961418264
2008-03-11,17133.567912157447,15660.632212252169,18627.049446250592
2008-03-12,16991.568142240638,15437.49374107237,18586.376875117534
2008-03-13,16926.05138476386,15444.417345513464,18247.540074690398
2008-03-14,16592.944746870173,15125.148897370775,17984.799973369223
2008-03-15,15340.221375110934,13777.663998632195,16772.032974534977
2008-03-16,14855.163372989291,13352.941671698245,16343.591490932748
2008-03-17,16420.21937809217,14836.796778292728,17939.627801167528
2008-03-18,16616.432420827266,15042.155363946207,18046.196576792365
2008-03-19,16518.93762304848,14947.98579253431,18045.412735454633
2008-03-20,16496.972670613286,15011.1477352228,18049.789838511977
2008-03-21,16205.264561981496,14814.359087514089,17731.42527583289
2008-03-22,14990.683701091186,13470.114008572318,16466.204098911323
2008-03-23,14539.53930243128,12988.3056901386,16034.842079902784
2008-03-24,16133.46519985369,14563.746350243551,17649.63389182507
2008-03-25,16352.870851546879,14821.372781451157,17853.082067072217
2008-03-26,16272.456428414913,14826.118334526305,17815.359161599084
2008-03-27,16261.234427300313,14792.248285410695,17761.336890294417
2008-03-28,15973.921010503444,14436.648878045373,17505.799535706625
2008-03-29,14757.588039949185,13185.86660367247,16282.244778109854
2008-03-30,14298.949876601815,12795.172195564825,15907.269764040697
2008-03-31,15880.23433813263,14364.405267178614,17475.28137978146
2008-04-01,16082.613097726467,14536.093537387927,17576.406898329253
2008-04-02,15981.691075072296,14508.143182522295,17472.981817230106
2008-04-03,15947.498077465756,14430.335441736232,17355.3727534463
2008-04-04,15635.846836488796,14000.470292272754,17100.43897378933
2008-04-05,14394.949450984714,12768.066291247294,15849.911246770635
2008-04-06,13912.667415896238,12375.232488789758,15360.262513636742
2008-04-07,15472.345771588754,14044.844514788867,17004.217675028623
2008-04-08,15656.20779606909,14046.821992436284,17159.2355556287
2008-04-09,15540.810894007856,14005.89225318572,17171.159038110723
2008-04-10,15497.00797311624,14050.833216753537,17031.13047111052
2008-04-11,15181.279384586089,13617.686799661935,16653.509872532955
2008-04-12,13942.32823984147,12526.419992372223,15498.517038785623
2008-04-13,13468.314930869266,11929.209118823203,15061.136383308867
2008-04-14,15042.681862990492,13575.841283857731,16550.89337618402
2008-04-15,15247.545109088227,13666.020390521726,16677.79224776313
2008-04-16,15159.153729295958,13666.12980416413,16722.806040062427
2008-04-17,15147.860938009573,13743.021016965951,16662.83556939885
2008-04-18,14869.47189034343,13383.932213973854,16313.126454094623
2008-04-19,13671.860409490911,12122.481404092152,15238.253786728885
2008-04-20,13242.229819721317,11730.50035900232,14618.295762503574
2008-04-21,14862.968080142991,13336.816179482139,16457.496435794958
2008-04-22,15115.072987449394,13583.587263069274,16666.17941704278
2008-04-23,15073.64715283182,13616.912095399999,16538.474325738083
2008-04-24,15107.905829086161,13704.704398156402,16668.442244352904
2008-04-25,14872.561221139958,13395.123654847084,16412.550438385813
2008-04-26,13714.474463730308,12230.03605890175,15259.290706892149
2008-04-27,13319.949329333138,11871.606727303339,14904.04470913103
2008-04-28,14970.616829128736,13356.875301537522,16447.025583408365
2008-04-29,15246.885544027939,13687.697314431012,16734.0167905221
2008-04-30,15223.456589224355,13730.07548375663,16764.39005757143
2008-05-01,15269.345640705897,13679.486611809689,16812.007356941387
2008-05-02,15039.275183803873,13428.93107494702,16512.960651621528
2008-05-03,13880.327883430167,12427.105448409986,15311.634388587949
2008-05-04,13479.235053575598,11868.864279677202,14897.818544438467
2008-05-05,15118.249504991865,13610.400619771417,16537.556233771236
2008-05-06,15378.577923367404,14033.004823726922,16823.781414486017
2008-05-07,15335.872186869732,13805.778794160866,16850.219581997513
2008-05-08,15360.222733009825,13902.809599319595,16801.453629914322
2008-05-09,15107.517972310465,13533.181464004241,16628.612683310446
2008-05-10,13926.061617675969,12492.202963887807,15505.872853123683
2008-05-11,13503.82297925267,12054.049473823883,14961.267022811931
2008-05-12,15124.270647574038,13640.119440058383,16613.215228776608
2008-05-13,15369.765898532396,13816.756745702447,16928.02455450535
2008-05-14,15317.016412929657,13867.838843902311,16850.678343179694
2008-05-15,15337.034571271271,13915.799248779469,16766.710620840156
2008-05-16,15086.465404776156,13512.122543950924,16684.734057986214
2008-05-17,13914.177054771184,12331.216178579753,15379.929524435076
2008-05-18,13508.489643849487,12092.493259756635,15019.960945151928
2008-05-19,15152.993679176381,13638.936171442918,16756.6367963813
2008-05-20,15429.934841783532,13926.246406288785,16915.806353139207
2008-05-21,15415.666081081903,14047.812824254113,16831.01776082166
2008-05-22,15480.611397291857,14101.78027343693,16999.41770238943
2008-05-23,15280.60630559827,13760.883359129639,16754.212731258584
2008-05-24,14163.507539337676,12483.082186856906,15617.30118569341
2008-05-25,13816.447400406683,12288.08990064399,15280.52036371829
2008-05-26,15521.683195511421,13969.222744873654,17048.66181799656
2008-05-27,15860.017762394917,14190.237251451006,17431.963068269684
2008-05-28,15906.291011961923,14307.998666333644,17394.7358624638
2008-05-29,16029.385760088218,14641.935338281404,17531.623341255243
2008-05-30,15883.611650355115,14397.831033978084,17388.05954172413
2008-05-31,14815.358482987798,13274.795690025869,16466.29850928537
2008-06-01,14510.393102698026,12965.384369576654,16021.184261654835
2008-06-02,16249.749051388648,14711.725519853906,17802.698732357672
2008-06-03,16613.183815964192,15017.87774616284,18204.597578161756
2008-06-04,16674.702516248846,15155.547633894344,18128.798483951512
2008-06-05,16802.59035056759,15305.141594314204,18274.65372749147
2008-06-06,16650.816796772793,15135.739862708118,18238.07747248453
2008-06-07,15565.70225717267,13986.798025502238,17064.379266905413
2008-06-08,15233.220868584294,13722.50634153778,16624.043883448736
2008-06-09,16934.888460494094,15366.223960482412,18467.881467596915
2008-06-10,17251.210484225525,15696.755641069301,18762.70324154007
2008-06-11,17257.18896742361,15734.428289905836,18772.02675918714
2008-06-12,17322.33123197638,15744.81126207186,18855.947358508656
2008-06-13,17100.89571038431,15540.20667669838,18414.460340845853
2008-06-14,15941.907768638835,14401.108489316606,17448.040168798627
2008-06-15,15533.037387575489,14129.115481483965,17035.369840724747
2008-06-16,17157.57161514082,15596.66304006235,18631.39407596125
2008-06-17,17397.81639501716,15962.82291927836,18931.451327656974
2008-06-18,17330.556376408233,15769.690310036285,18871.42824531653
2008-06-19,17327.0167427191,15897.216879664777,18860.3551319717
2008-06-20,17044.191972591056,15493.218146780066,18470.875370542675
2008-06-21,15831.434278863719,14290.127762617045,17252.981854437596
2008-06-22,15377.67758735059,13744.69036242853,16898.82400043145
2008-06-23,16967.248201949755,15452.430412953056,18368.15410681894
2008-06-24,17183.23910449319,15542.225767707154,18634.55275339417
2008-06-25,17102.948970575802,15607.06283446452,18609.66202353185
2008-06-26,17097.830510981417,15499.0009918722,18527.41382933359
2008-06-27,16824.813419697057,15305.91351043772,18412.92235971459
2008-06-28,15632.894827489983,14103.802075878053,17232.640215936706
2008-06-29,15210.373057792916,13701.442575604278,16773.41961796719
2008-06-30,16840.67555022533,15320.056001729214,18348.15497272556
2008-07-01,17105.757410891856,15559.693683763167,18656.415836346798
2008-07-02,17081.570988036914,15551.717863415191,18595.861180638374
2008-07-03,17138.050225915147,15657.023327289444,18475.40377669433
2008-07-04,16930.474072088524,15401.20682963817,18419.209784194783
2008-07-05,15806.100710847939,14319.260207963795,17330.486290274006
2008-07-06,15451.447205210856,13883.363722464772,16967.668251463234
2008-07-07,17148.164144850492,15628.327729287126,18606.000984107803
2008-07-08,17476.480473822674,15949.786768192726,18845.341067273086
2008-07-09,17510.71763014068,15924.551686358749,19088.448674321015
2008-07-10,17619.31553834975,15984.25339716896,19122.593125504096
2008-07-11,17456.23360716494,15995.074587803752,18921.165582148424
2008-07-12,16367.617501801318,14851.391288396186,17869.956666436432
2008-07-13,16039.105418224457,14517.424453559337,17505.44669935667
2008-07-14,17751.722772575573,16155.175223287282,19265.634110894753
2008-07-15,18085.33998530902,16602.027989777947,19566.571541218073
2008-07-16,18114.192200057314,16518.169209457723,19757.895022828783
2008-07-17,18206.90339606203,16683.73095137011,19589.212729831903
2008-07-18,18017.87817413668,16523.11537748853,19405.576802136184
2008-07-19,16893.952319246368,15331.63250859552,18432.569820640623
2008-07-20,16521.67639455047,15032.540641090845,17976.15020250963
2008-07-21,18183.18198587839,16690.27335589196,19717.842384517353
2008-07-22,18459.606138063915,16948.026933956447,19988.199639976756
2008-07-23,18426.573815699954,16850.185780701253,20005.739627735693
2008-07-24,18454.181940583167,16996.939303065727,19923.059209973704
2008-07-25,18198.34944822313,16755.491042220983,19605.621705678623
2008-07-26,17007.425663690407,15367.928262052632,18516.36086349632
2008-07-27,16569.432449111653,15072.677852894798,18048.3171307243
2008-07-28,18167.89090487271,16642.356335185435,19675.553885086298
2008-07-29,18385.209261614455,16924.11716316172,19974.111579267814
2008-07-30,18298.13279272144,16759.375646762823,19840.329025872696
2008-07-31,18277.70017026763,16807.4493623073,19808.26003880934
2008-08-01,17980.571427148283,16594.615962763404,19417.570745876925
2008-08-02,16755.62037616138,15253.814216257766,18181.583877889647
2008-08-03,16291.167304734328,14834.931087295741,17852.721412786985
2008-08-04,17870.802900765026,16331.58255322051,19323.365401254985
2008-08-05,18076.780024092677,16520.924024091935,19616.48939839947
2008-08-06,17985.473937359176,16578.938337822714,19503.748026067446
2008-08-07,17967.355018249833,16334.34348709516,19571.732552969937
2008-08-08,17678.33854365716,16162.349452117123,19097.05683797815
2008-08-09,16466.403671575015,14988.26984072998,18049.329716480635
2008-08-10,16018.856584810392,14553.83113026502,17475.67915631133
2008-08-11,17618.187794310372,16106.281625189304,19138.128303392336
2008-08-12,17845.49918513876,16356.686773686592,19317.18260048152
2008-08-13,17776.00034516118,16356.233947232107,19355.864289299203
2008-08-14,17779.01711459252,16209.610716051267,19374.81796038573
2008-08-15,17509.375885413687,16009.018676291747,19051.938871754402
2008-08-16,16314.054768561014,14784.820568841185,17850.371018581678
2008-08-17,15879.475668215506,14361.97738201227,17342.965557083422
2008-08-18,17487.38644608323,15912.637637115,18988.93219166423
2008-08-19,17718.30807683241,16233.157955662775,19290.884254653763
2008-08-20,17647.045804995494,16056.371419295185,19209.684424165942
2008-08-21,17642.706878063556,16110.993307433535,19080.668660487034
2008-08-22,17360.08819681243,15891.856476212814,18890.833040417943
2008-08-23,16146.324992129768,14631.636782807092,17624.286046514444
2008-08-24,15688.174736511202,14149.90257114046,17226.058154828672
2008-08-25,17267.885812514876,15717.880378960435,18691.814526132446
2008-08-26,17466.62633721249,15888.228148721795,19044.74840341583
2008-08-27,17359.97279223433,15896.490411466462,18893.211716454607
2008-08-28,17317.901794014622,15825.910368906254,18835.255153600854
2008-08-29,16996.149201175227,15439.561756854111,18475.550844547233
2008-08-30,15742.828592941909,14198.532988491894,17311.35256927924
2008-08-31,15245.684291060481,13753.302152896542,16727.423863091746
2008-09-01,16787.929421314555,15278.328959371183,18289.853911615082
2008-09-02,16951.645366877932,15372.282940780375,18523.12702487767
2008-09-03,16813.243166270746,15364.99146922911,18379.048302278254
2008-09-04,16743.43101631588,15362.359506317178,18376.05975189782
2008-09-05,16398.552800230314,14991.359838909548,17861.499322420877
2008-09-06,15127.190273922952,13627.495323160007,16683.321074590353
2008-09-07,14617.404540361598,13114.129849296285,16056.299552282631
2008-09-08,16152.567610768927,14574.126633020996,17644.838105110848
2008-09-09,16314.760544176517,14890.59701514356,17769.325717112555
2008-09-10,16180.238691578135,14636.773441287656,17744.836947919364
2008-09-11,16119.4080140555,14505.08328334647,17553.26452234344
2008-09-12,15788.177047319816,14277.016821256195,17257.574349118328
2008-09-13,14534.576653040389,13091.511161112629,16025.39767766507
2008-09-14,14046.022565842351,12587.081115676874,15448.377505602328
2008-09-15,15605.170805871665,14004.151281029588,17110.029821554544
2008-09-16,15793.3416355536,14281.131920361548,17324.152052999652
2008-09-17,15686.011716061024,14100.475767920678,17243.168054492893
2008-09-18,15652.817532499448,14108.42777521585,17196.604677523228
2008-09-19,15348.93375903363,13796.781627896926,16811.57571401869
2008-09-20,14121.717831137921,12484.32455641585,15553.527628178403
2008-09-21,13657.994916567377,12254.247740861332,15337.675803404682
2008-09-22,15239.932619578116,13695.68450579603,16762.278312304305
2008-09-23,15448.480467092571,13885.631194742411,16900.340239597313
2008-09-24,15358.873327715382,13803.228789554645,16795.58764127113
2008-09-25,15340.64146955459,13876.510161149425,16850.54038549327
2008-09-26,15048.990718004316,13470.401598246744,16432.459369541964
2008-09-27,13831.44393039269,12273.691446615561,15308.792209179837
2008-09-28,13375.118090184249,11930.270214955413,14935.285824321996
2008-09-29,14962.58662428259,13484.481275681223,16467.552586721336
2008-09-30,15175.302410591044,13686.511347960022,16623.36593581531
2008-10-01,15089.08118132348,13592.197471547795,16706.1241735117
2008-10-02,15074.088701229783,13515.683616434842,16644.420995653018
2008-10-03,14786.195952193262,13274.537431491388,16305.440610187523
2008-10-04,13573.59438399802,12056.033240192355,15093.443839722593
2008-10-05,13124.046422558638,11601.105019602195,14628.94768717492
2008-10-06,14720.721744760302,13248.920156635735,16199.803573156772
2008-10-07,14945.59568074765,13327.2639205685,16560.276400447117
2008-10-08,14874.910301892927,13319.67093888254,16449.321008252915
2008-10-09,14879.142357562025,13427.39899304426,16435.187039958982
2008-10-10,14614.342981762704,13086.860068764327,16164.467342408263
2008-10-11,13428.741801685335,11716.85777323827,14908.160436099302
2008-10-12,13009.991075052565,11622.167290294554,14538.807618246574
2008-10-13,14641.000649227488,13215.380843415402,16187.853563634764
2008-10-14,14903.340224556734,13356.259239731893,16390.874035700494
2008-10-15,14872.7094341181,13423.903212353267,16309.996394725023
2008-10-16,14918.919689205522,13380.852479546833,16402.877188892504
2008-10-17,14697.25233515212,13141.39929806317,16175.513613676669
2008-10-18,13555.085220664838,12089.390077569396,15070.911739464858
2008-10-19,13179.162641408606,11719.756137631279,14761.794809198063
2008-10-20,14851.45866705311,13330.97276668634,16352.104271744705
2008-10-21,15152.609456268649,13757.692933425311,16760.441248704068
2008-10-22,15157.41412611439,13601.556410315297,16661.05816469639
2008-10-23,15234.847141112547,13761.243506254,16722.458659873075
2008-10-24,15039.445774094274,13531.631670970606,16556.015064124847
2008-10-25,13917.963772656722,12353.424636609043,15446.829485672517
2008-10-26,13556.665276087997,12012.513308205698,15065.97687252808
2008-10-27,15237.208159169266,13646.642740171385,16742.317697852843
2008-10-28,15540.091684403387,13916.30088703401,17218.976037465687
2008-10-29,15540.16744049732,13948.797957917588,17093.433861949343
2008-10-30,15606.656097757299,14060.969200595731,17154.00368680584
2008-10-31,15394.533267947267,13957.75842585266,16915.476082430247
2008-11-01,14251.175518307604,12684.129264065603,15804.628101306145
2008-11-02,13863.640686348306,12323.639228038937,15328.187645292457
2008-11-03,15514.53195877839,13975.800645755153,17028.15959503998
2008-11-04,15785.42106269152,14319.547231117283,17287.943348924306
2008-11-05,15752.330180994675,14185.096291830878,17217.02017877943
2008-11-06,15785.715908047981,14172.936895041517,17219.63264993337
2008-11-07,15541.819447820995,14024.20273217645,17051.69141338202
2008-11-08,14369.2751227073,12808.764069611749,15816.172387667266
2008-11-09,13956.352432580834,12497.654114614765,15444.228136704658
2008-11-10,15586.644957717903,14028.527400426474,17137.635019117777
2008-11-11,15842.869126324766,14301.663508032609,17315.4203551002
2008-11-12,15801.90052344743,14322.336960688668,17442.459618424557
2008-11-13,15834.865173995171,14266.008313125089,17288.28220920313
2008-11-14,15598.464444606108,14028.117998474941,17057.19486344008
2008-11-15,14441.563786770837,13008.814857472807,15958.707509678372
2008-11-16,14052.421261116953,12549.170222884006,15559.29075451199
2008-11-17,15714.50697102242,14101.046554442957,17184.386023011073
2008-11-18,16009.89023824341,14538.52497596169,17460.19335830939
2008-11-19,16014.695390227362,14461.203289620478,17542.76679637521
2008-11-20,16099.07046484804,14551.844039534597,17629.929737696835
2008-11-21,15918.53372348962,14324.822805312562,17478.08802050109
2008-11-22,14820.590403161927,13164.95253554809,16314.468815537384
2008-11-23,14491.99496797858,12974.847658440262,15995.408924488896
2008-11-24,16214.609132355181,14644.899844104617,17672.92499122649
2008-11-25,16568.831479003,15038.251036090314,18077.942724070308
2008-11-26,16629.09840509551,15010.133414099912,18194.546960647313
2008-11-27,16763.899470514247,15279.232315083715,18200.286333570904
2008-11-28,16627.170746059088,15078.221558118948,18168.40971984024
2008-11-29,15564.957274306145,14063.7966809201,17042.814443186737
2008-11-30,15262.718598118408,13740.278125638231,16852.051283554247
2008-12-01,17001.2263739393,15537.878869716315,18456.003223060812
2008-12-02,17360.028724278603,15924.032905600348,18843.807271198584
2008-12-03,17412.980015066703,15951.984026142409,18931.808622147244
2008-12-04,17528.27823611416,16064.340587168088,19077.757207493374
2008-12-05,17359.872866207726,15798.910174819892,18841.606473674237
2008-12-06,16254.13382061482,14837.247571837108,17830.08827164835
2008-12-07,15897.155139334096,14505.413829144516,17446.986952519666
2008-12-08,17570.64236536321,16022.601586959698,18964.204385896563
2008-12-09,17855.358432651003,16345.383401642826,19339.979441901112
2008-12-10,17826.627145238836,16315.23027235563,19435.424823883663
2008-12-11,17854.33704347819,16282.481543571635,19371.204264352786
2008-12-12,17594.309362789812,16153.09716135863,19138.554134868526
2008-12-13,16394.921691912143,14870.175325105385,17839.538370161332
2008-12-14,15944.362156411062,14378.864074869654,17268.185388756603
2008-12-15,17526.464371569968,16068.651012767717,18995.951515577304
2008-12-16,17724.09937068162,16227.971003629744,19169.3596416813
2008-12-17,17614.625031037,16085.395182499245,19122.977441610787
2008-12-18,17569.837248193842,15965.356288703706,19010.46818714604
2008-12-19,17247.287992769838,15774.346446938407,18825.333631914757
2008-12-20,15996.863219327744,14495.856503140172,17640.36694233901
2008-12-21,15507.996711676045,13942.168767980478,17104.059734808776
2008-12-22,17065.471227280468,15663.081540158775,18652.521106349766
2008-12-23,17252.784094134542,15785.847604877374,18804.309266620763
2008-12-24,17147.57853085406,15636.36576292613,18686.719754010035
2008-12-25,17121.585468922287,15558.826828790134,18521.560663806915
2008-12-26,16831.9413037528,15293.768448910812,18321.66192844742
2008-12-27,15627.774591724423,14091.122490376796,17172.821465915236
2008-12-28,15197.437577958972,13621.049924693461,16576.657605038563
2008-12-29,16824.333475580508,15412.6079726042,18460.995992743112
2008-12-30,17090.31597700573,15553.697137259695,18525.241563359155
2008-12-31,17071.16138208347,15578.441471544747,18644.39184903597
2009-01-01,17136.557047313083,15618.95379972179,18636.434778500876
2009-01-02,16941.470348162617,15328.299237735946,18446.236591175682
2009-01-03,15832.789811254152,14357.454453279146,17314.864476805164
2009-01-04,15496.612852140028,14111.015423169136,17018.77480745346
2009-01-05,17214.129541887964,15718.569380934969,18695.29363731798
2009-01-06,17565.07737787426,16097.751984877306,19046.29063596949
2009-01-07,17623.265972992736,16096.77119969998,19139.10004709407
2009-01-08,17756.61397131489,16174.381534885244,19365.957175210533
2009-01-09,17618.561099573366,16186.729657967391,19109.054596934264
2009-01-10,16554.745877027806,14993.730565262891,18014.95420730083
2009-01-11,16250.32246519372,14809.153984841636,17744.465655263288
2009-01-12,17985.865332143447,16454.286856951938,19457.785725754762
2009-01-13,18340.83618480316,16902.167647243365,19842.68658608251
2009-01-14,18389.111801536106,16883.584014368214,19891.726467609118
2009-01-15,18499.015038819547,16887.018525868694,19852.572536418364
2009-01-16,18324.712134963644,16694.134684904147,19875.47446457715
2009-01-17,17212.867288260193,15779.11723514382,18753.43898901736
2009-01-18,16849.928673667477,15417.984671841345,18469.120979614716
2009-01-19,18517.995463506883,16947.865814201134,20019.1729474233
2009-01-20,18798.24137895793,17218.791523218668,20338.882631161978
2009-01-21,18766.394629905157,17241.123792456092,20209.32023699706
2009-01-22,18792.71785948031,17244.581050359935,20181.101427953265
2009-01-23,18533.35263801016,16996.68875685986,20025.307133238235
2009-01-24,17336.920944656118,15879.475611653452,18812.941452731724
2009-01-25,16891.759259951756,15412.780113216593,18430.269969604997
2009-01-26,18481.7362510681,16929.27705154642,20038.213990305918
2009-01-27,18689.630910855485,17194.41910680707,20129.78962035732
2009-01-28,18592.572223249957,17088.136033283954,20212.021617625684
2009-01-29,18561.98503399252,17083.434743275324,20033.45428028143
2009-01-30,18254.907552170207,16712.99198079893,19735.24575448515
2009-01-31,17020.573596518883,15461.079837108638,18438.4560310143
2009-02-01,16547.635662222943,15036.609170104315,17950.867468625504
2009-02-02,18119.980008018963,16621.106982801262,19472.622468082496
2009-02-03,18320.110603628105,16839.276696319263,19811.262244956884
2009-02-04,18224.602752092196,16721.199496038564,19665.058180412663
2009-02-05,18204.070579925145,16686.90286456731,19714.054570442975
2009-02-06,17914.513121933036,16433.670977819605,19380.518762549054
2009-02-07,16703.931224680484,15212.84695090684,18182.996853704666
2009-02-08,16259.590289719112,14821.379874183696,17821.212391443372
2009-02-09,17863.8788685745,16280.799484603775,19419.579368563467
